id,timestamp,event_type,time_left,block_num
4567,1612392712.2021532,affect,8.068289746000005,0
4567,1612392728.8209422,reading-hypotheses,143.60936147600006,0
4567,1612392734.3930514,mind_wandering,6.45311192500003,0
4567,1612392737.1617234,mult-choice,22.249616373000094,0
4567,1612392739.918676,mult-choice,22.25820138100005,0
4567,1612392741.9764116,mult-choice,22.958391968,0
4567,1612392744.1013083,mult-choice,22.892652066999972,0
4567,1612392989.915802,affect,6.7352312220000385,1
4567,1612393165.9395614,affect,6.376131400999952,1
4567,1612393186.0236185,reading-causalclaims,138.32581335299994,1
4567,1612393190.3548605,mind_wandering,7.693626542999937,1
4567,1612393191.4157624,mult-choice,23.95925071099998,1
4567,1612393192.3657863,mult-choice,24.064321071999984,1
4567,1612393193.250762,mult-choice,24.128736258999993,1
4567,1612393195.3177898,mult-choice,22.94738783799994,1
